661ac18c7a07d45f6dc273e8,1298788708,4mnaPrFn2f1GTSY8WarR8g9D665wdLLrygckUM9ukD3W,563dU6QTa183Ms9VdtDxxKq57Ak5tJ2iG3PYabUEtekR,CSEzA5Mg5Rz8XC5JFaoyrpVwKVVgwQfCsFUnSGyrq9kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Doge,reet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOGE,reet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48334982,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2534462262796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661adcad7a07d45f6dc27a93,661ef9e96bd9e8e0f54485f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
661acd657a07d45f6dc276bc,5426307474,CFFWo6aD8AqKhKTdEhcvLwwTiaGyx1PVPMedmjKYiNLG,DoyVgrZbkAVMbTVGqa9mFNgjThsr337vxjFtEDWQibN7,GCH9q2rgQGQvVbA9CurpvWXmcr8nWqCD7ewW36rh5QqH,8v1EzWME6oPHCuiPWy5TttRHqyV8xaya9dwonFNyWHD5,2zrEU83oD5xSvikXn7wqC3Vg7UVUqXyRFf1wKUEuewiv,w9LxMF3DuKZ4pndMUDuTDHGk3sJrRWRX7n7Yehiri5G,DszC6rsWgWQNNL3x6XJBfsutMmQkNcBG7VbKP56oRQKQ,PV49xC748z14tgg4KHqX3dTojg5ztjRdhk31JgbJtJ6,GxojtGb9BMitaKSzJVHcB5XkZHc7E7swSRy9ZwxUxza1,25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ,,,,,,,,,,,,,,,,,,,,,,,,,Fak Nous,Ebrehem Reisi,Welf of Street Wall,WW3 Wif Hat,Dog In Bred,Toasty Guy,Chris Mckenzie,Andy,MANEKI,,,,,,,,,,,,,,,,,,,,,,,,,CNN,IREN,$WELF,WW3WIFHAT,INBRED,TOASTY,CHRIS,ANDY,MANEKI,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_buy,ray_swap_buy,ray_swap_buy,ray_swap_buy,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,72000000,14000000,800000000,50000000,50000000,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,91584635286398,4146088336580,21803413939498,3930236718816,42215686,,,,,,,,,,,,,,,,,,,,,,,,,661ae9177a07d45f6dc27f05,661ae60d7a07d45f6dc27e7e,661af26d7a07d45f6dc2825e,661b20187a07d45f6dc28bf6,661b3c1ce2ef31dd25c122b9,661c24b8e2ef31dd25c1322d,662a5aafda7b6280bd867e1e,662d4043ba8b10c0d8312875,662d42daba8b10c0d83129ba,,,,,,,,,,,,,,,,,,,,,,,,,8
661adbc27a07d45f6dc279d2,1243747026,67Bx7vZ8u1miTm5qZiNhiQSik3h7qqQ26zqJrxwM4VDy,EgQ8eha2sgH9PwkKx9Ey1VzjmXAJgE5E7R1W5jMBh2yF,2JEzbNmULfn3BBDHo9JRvLmwG6WgzceNNaMd6NB9Bq7L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GreenPulse,Headwalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPULSE,HEADWALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383070456889751808,262821027770809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661d346c17b9b7b3b990ae55,66298af2f426a312040258d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
661b6430e2ef31dd25c12630,2036903719,56q37bz7mM2MXcB1ZSp1THhVbphbSzbrX1xN5BtiVH8G,CoRkC3r6MqYuTeMRc7D8JJF7UiUyFWurXGpYy1xQATNq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$FLUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$FLUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271723044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916773729036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66401c1097223833b6013f33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
661bb3abe2ef31dd25c12843,503538098,CxpjzGeabcBiAWYhLuqn32wVtXSSY38kJE6QKLUifsd6,44bzge9EZJGPJRYNmsA64mdKZ1eeLdDcDiczRmoyAtez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Of Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104986480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663cfb3897223833b60098d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
661bfd39e2ef31dd25c12d2b,6544142856,HDJAHcghHB8zgL7npmxyWnKHGhboMUDY7ckwtLtdzSza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
661c04e0e2ef31dd25c12e2b,2016358849,GhkzYTN3yRXmiSkZ7erHckMoWiHvuJxyYDgVrLet8FFk,ygQhHqa9sp8NBfNa8NoFauHHq8B2B2fEnGnJPjYRaLi,7F9i1CUBmisLWFHbfvKyGrgUSfBYEGJjcFMHSruzLYqM,2VYVwrwSNM8WxbFdPU4KQpZUB9FWCenFFoDqvpHQ7rZE,H7TtFEdCaXgfmwyxwhufi5LEjNqEiFRMThYKBV9Bpt7j,EKEWAk7hfnwfR8DBb1cTayPPambqyC7pwNiYkaYQKQHp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLITARDIO,CHIBI,Jail Cat,Ryan Cohen,Roaring Kitty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TARDIO,CHIBI,CUFF,GMECEO,KITTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,ray_swap_buy,ray_swap_sell,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,100000000,100000000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202302821415,359881205070,1980446707,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663e7fdc97223833b600e190,663f43ec97223833b601210d,6640e64c97223833b6014b06,6642bcc097223833b60180c5,6642fa8497223833b6019863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
661c44d783b1badd84a105de,6686516883,BH9Kb4eycMhMAq1shhiedPNPV3pXYSSrbVmCswxpdi9f,CSxHuira4WtyUQLL9EEiaU3A4gkuFHyjkiAuBgwoRzEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obamaladen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661d0e4817b9b7b3b990a1af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
661c6b0983b1badd84a1098a,5345905583,2pcXV5grwEbsgThXF132vmZ12tScxduzZVcETsL6YJtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
661c9f0217b9b7b3b99092a8,5021794947,FLLR9k85xh3H8ppEm6fGjjRf3MwdZBaK1kzGtruwhV7C,4hw1dhVQA1iveLfnVzGxRnWZKsuuBUv3XzjftGRuRmJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663b00e197223833b600798f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
661ca3e217b9b7b3b99092df,1239611702,D9jRJYpzWUQN12mBjnh3qPNnFiMZiikLN1r76baf13az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
661d0a3317b9b7b3b990a14a,5882775064,BP86tUgQkTA9vbKzih4EnHfnfRCd18qjeuRB5k59yPZG,Aya4oeFAtNehH4g3zkEDN9YE9ZvVPmS5eSG99SPGvnYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATRIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATRIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11968338379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661d0a3317b9b7b3b990a14b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
661d29ff17b9b7b3b990ab59,1045467172,7SeBfv88AwDyp9UenB1yw5EXLTjYWZLaEMPUwqhu8F5o,2jbwKuCdFjDLmwpQEZrRe5EoYN9A8Dq7dJpv2ccxDfYz,BDAYa9vCcoX7bWLDjq2ENYnW4kvE5G4qFrvJmzpth6dY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hehe:3,PEPE BIRTHDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hehe,PEPEBDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_sell,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50521586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51683887017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661f02f26bd9e8e0f544887a,661ff4984888ae07deaa6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
661d2cb217b9b7b3b990abf9,1345136533,H2RkVG2C8EE29MxyEpuoZiHDyFpx9q9zZBaWuoJbPryV,NVT46syYvhJUwQXTRzHW7oMUYWeLm22RJwW7Mbg1RdX,EGzG5pZWt5svkewMCaAkgRSeThPpyoJ8N78FDjB3yV3,So11111111111111111111111111111111111111112,6uZzoG2HYWKRdrrJzGqzC7TxLGV7ViJGKDYGCFSKNg1W,53yANribNp1WzRsciY6upAN2VPY85waZEtADTeJhtQGN,Gz8YUFASmpVDyB5MVTAvaampn78G59NSGboCP7X7vWzv,G36o8fCvdqPPzoZVn59SfUYNCYoabuCow5yorjdt3yKi,AryrkRPKMHXttbZNqhm5Y8yAzdSnuLtasoacVSv64Dsa,8uwcmeA46XfLUc4MJ1WFQeV81rDTHTVer1B5Rc6M4iyn,4jZXkSNgTQKCDb36ECZ6a2aNzcUniGcDeXgTdtM2HxAX,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,APpEnXgrGYjReRCqd2bkrGp9P4ZpPLJumKEstHFvAx9W,8twuNzMszqWeFbDErwtf4gw13E6MUS4Hsdx5mi3aqXAM,Wi3SwbK1ZGUr3G83EEbYe9io3C9eHYWUMhEfy1qcfDz,G5gaignqRgpXthyNRLkB71dLdyUhm3xfaAtVx9QR8yZM,FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv,8CkiSHHJDHJV4LUoiRMLUhqG58cUkbyJRtcP4Z3mCXNf,5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,GvcNXdSehfNSNyhDVDj27kc459LzFqWozt9CSJywMy6r,AST1fjiM1HoGSbbNKmPuapnhxiCBLxAHqi5vqsZ6V72e,AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2,,,,,,,,,,,,MAGA Movement,Bad Larrys,Crodie,halvpepe,Samurai Cat,catato,The Professional Cat,cat flooding in dubai,ᗪOᖇK ᒪOᖇᗪ,Bork,Wen,Simpsols,Solbank,Jerry,Kaneki ,doland tremp,POWSCHE,Mumu the Bull,POPCAT,Crodie,PRAISE THE $POPE,Catfish,,,,,,,,,,,,MAGA,GOFISH,CRODIE,halvpepe,YUKI,CATATO,Léon Cat,cfid,DORKL,BORK,WEN,SIMPS,SB,Jerry,KANEKI,tremp,POWSCHE,MUMU,POPCAT,CRODIE,POPE,CATFISH,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,ray_swap_buy,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_buy,ray_swap_sell,ray_swap_buy,ray_swap_sell,ray_swap_buy,ray_swap_sell,ray_swap_sell,ray_swap_sell,ray_swap_buy,ray_swap_sell,ray_swap_sell,ray_swap_buy,,,,,,,,,,,,10000000,10000000,80000000,0,0,0,0,0,0,72439740,179000000,0,6000000,0,36000000,0,0,0,270000000,0,0,130000000,,,,,,,,,,,,552133595450,6012081867265,771760019518,0,0,0,0,0,0,38198855518873,12184010171,0,2295787,0,969137659931,0,0,0,60424212029,0,0,25650964865,,,,,,,,,,,,6622a504eeca18ee05344326,66235d6aeeca18ee05344867,6637316737484291b1a55e2d,66256d9f6a8f41c2d788dfb4,6626a2d79d61df61dee7c17c,6626cfd52c2c8f58ec884be6,6626814d9d61df61dee7bed2,6629057bcf383b8aff3a023d,6628ea29cf383b8aff3a0115,6629239bcf383b8aff3a03b0,662cb24d9d2a542257446358,662aa124da7b6280bd868bbd,662ada42da7b6280bd869972,662add96da7b6280bd869a8f,662cc7069d2a542257446576,6637d3cb37484291b1a579fe,6635f74337484291b1a4f2cb,663685ac37484291b1a521e0,663723cf37484291b1a55d6f,66375aee37484291b1a56224,66375e5a37484291b1a562c8,6637d5f837484291b1a57bee,,,,,,,,,,,,25
661d47efd7e8cbe4f440c171,963052613,5FkMXkvsvwTLsxVGc8P4cxxWj593h2uqB81cjK9BjAEF,GeE3HQKxoWNuWRSkbCefkacJ4jTygmSxipneWA3c1cx3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bitcoin Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351093123664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661d4b96d7e8cbe4f440c1c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
661d7b7bd7e8cbe4f440cebe,1394780467,ETx2R65T5SeRVBzeeentLYEH8x2aZpqwFemhzDHKGPLw,6YygsSfS21DZspZ2UkEcrUQqpcRSYnmvuriww7o6biWr,6tWg2tUKcZ67Z94RmpTq7ZKDjXJiJbTkcBkcyzHqCG5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUDGY PUG COIN,Hump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUPU,HUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737312704509083,36229255063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661d7b7bd7e8cbe4f440cebf,661d8cafd7e8cbe4f440cfcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
661d8bb8d7e8cbe4f440cfb1,2122583466,CG2rWBrPjBcgvjDcx2aa2bvSfWfrGo6EPYMsBSDPixY3,4hw1dhVQA1iveLfnVzGxRnWZKsuuBUv3XzjftGRuRmJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134499114588861312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663365001859b2f7ad9114c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
661d99b3d7e8cbe4f440d174,1293962088,DheexfmUcJdWXKsX9D4yW4sNwMYzEQFTU4dtfKCWZWEm,6TCpFmzsB8decJVNfkjsDESY9nnS7G2euyvLrPr6Gm4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baraccoli Obama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAROCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68962603736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661efaad6bd9e8e0f5448657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
661db40bd7e8cbe4f440d2a7,5765046937,9kCDzTLxqN1R1nZF3fUBJAbz1yRm6gNtQTNPgqKUKo37,6CppVPVgMh1R2C6Revu9ND9KKKSpg69GUr8KPRoSri4U,J3FZ1BTpcJiyDrXj6sY9L31k5S3fz4M87Bo1kT79VHH3,6FqNdAVtgZfvuxz9iFaNNcvVujtwCLYfUdqSGaKDQGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncle Sam,joolius ceezer,bell getes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAM,ceezer,getes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,ray_swap_sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000000,10000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53191144466,100411291952674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661e156b6bd9e8e0f5446d88,661f24ce6bd9e8e0f5449a63,663dfcbd97223833b600cd50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
661dd30fd7e8cbe4f440d59d,7022470222,8J2m2sxQZYaMT4kRNwaSSXCWwKKXGi4Lqpvyt9gcrx61,AMjzRn1TBQwQfNAjHFeBb7uGbbqbJB7FzXAnGgdFPk6K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SolCex ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLCEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34892827759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6636382937484291b1a50367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
661df4136bd9e8e0f5446ab1,2144862515,9JKAEtrXwCMxAZRsR2qimeH5NkQryH1cAY6jXhoTFQn5,HKSjJ9rPGGV1EJazm3USt6DswSjqvwtrYgCNYCuykh8e,has2dLsRvZhu8kDa8U3CMjysf6sb8Kqt5p36babZxJU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERK ZERKERBERG,Halving Inu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERK,HALVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600000,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030316,2705881753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6620581c71a9cc92ec9df525,6626761e9d61df61dee7bbac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
661e80086bd9e8e0f5447582,261977492,DsWcveM1vdZibuK9AcSh1zK1Pg6bJ6qFuNzBQu7aHMVB,4qNCFsu2HXEKcLBbKDy3VevyJxC3JKajyqwh2GUxK8cV,TCvj5k52Tnkqje4xnDETkcRJMmoECqBECpHUNdah8sf,462sTbrjMq5RmNVDpwFryQ7SK1ihDrrL2d5yhcygPc6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEGEN,Joker Dog,Gentlemen's Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEGEN,DOKER,GENTLEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ray_swap_buy,ray_swap_buy,ray_swap_buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000000,90000000,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,638970800284,2591199647471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661e828e6bd9e8e0f5447594,663554ca37484291b1a4c352,66376be237484291b1a5635d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
